value
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation
3341424|CAA74174.1|Y13859.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB Y13859.1:4445-5389
3417251|CAA12346.1|AJ225016.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ225016.1:1-573
3414888|AAC31499.1|AF071034.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB AF071034.1:12005-11067
332312689|EGJ25784.1|CM001159.1|1|1|arsA|arsA|arsenite_efflux_transporter_ATPase_subunit_ArsA CM001159.1:2400488-2402230
332312688|EGJ25783.1|CM001159.1|1|1|arsR_LGI2_2|arsR_LGI2_2|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR CM001159.1:2400087-2400452
332312697|EGJ25792.1|CM001159.1|1|1|cadA_Lm|cadA_Lm|cadmium-translocating_P-type_ATPase_CadA CM001159.1:2408860-2410962
332312690|EGJ25785.1|CM001159.1|1|1|arsB_Lm|arsB_Lm|arsenite_efflux_transporter_membrane_subunit_ArsB CM001159.1:2402310-2403389
18147064|BAB83020.1|AB048236.1|1|1|stxA2g|stxA2g|Shiga_toxin_Stx2g_subunit_A AB048236.1:1-960
18147034|BAB83000.1|AB048226.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB048226.1:1-960
187428722|ACD07996.1|CP001063.1|1|1|ipaH3|ipaH3|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3 CP001063.1:1920351-1918645
1812713675|BCA86951.1|AP022822.1|1|1|cadA_Lm|cadA_Lm|cadmium-translocating_P-type_ATPase_CadA AP022822.1:2608314-2610431
1812713674|BCA86950.1|AP022822.1|1|1|cadC_Lm|cadC_Lm|Cd(II)-sensing_metalloregulatory_transcriptional_repressor_CadC AP022822.1:2607958-2608317
1943230691|QPS53570.1|CP065744.1|1|1|bpsB|bpsB|tyrosine-protein_kinase_BpsB CP065744.1:165294-164665
175950639|ACB72721.1|EU570252.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG EU570252.1:1-852
157688262|ABQ02448.1|EF204928.1|1|1|ehxA|ehxA|enterohemolysin_EhxA EF204928.1:1-2994
157688252|ABQ02443.1|EF204923.1|1|1|ehxA|ehxA|enterohemolysin_EhxA EF204923.1:1-2997
16421061|AAL21411.1|AE006468.2|1|1|sinH|sinH|intimin-like_inverse_autotransporter_SinH AE006468.2:2650801-2648609
16419559|AAL19978.1|AE006468.2|1|1|sodC1|sodC1|superoxide_dismutase_[Cu-Zn]_SodC1 AE006468.2:1130574-1130041
153000|AAA88550.1|M11118.1|1|1|seb|seb|staphylococcal_enterotoxin_type_B M11118.1:244-1044
15139860|CAC48398.1|AJ313016.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A AJ313016.1:227-1186
15723929|AAL06376.1|AF311901.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF311901.1:22583-24226
153006|AAA26625.1|M17347.1|1|1|eta|eta|exfoliative_toxin_A M17347.1:313-1155
1753231482|KAA9473341.1|QDBI01000003.1|1|1|arsA|arsA|arsenite_efflux_transporter_ATPase_subunit_ArsA QDBI01000003.1:12515-10788
168831012|ACA34793.1|EU330199.1|1|1|tsh|tsh|temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh EU330199.1:79414-75281
164457631|BAF96538.1|AB303062.1|1|1|nleB2|nleB2|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB2 AB303062.1:2426-3406
218434398|CAR15326.1|CU928163.2|1|1|air|air|inverse_autotransporter_adhesin_EaeX/Air CU928163.2:4318672-4308416
218349792|CAQ87187.1|CU928146.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN CU928146.1:99851-102013
22001098|AAM88302.1|AF479828.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AF479828.1:4291-5250
218921798|CAW30799.1|FM955458.1|1|1|afaC|afaC|AfaC-I/III_family_usher_protein FM955458.1:1484-4066
20520339|AAM26220.1|AE011191.1|1|1|capA|capA|capsular_polyglutamate_synthetase_CapA AE011191.1:55123-53888
20520338|AAM26219.1|AE011191.1|1|1|capD|capD|capsule_biosynthesis_gamma-glutamyltransferase_CapD AE011191.1:53891-52305
209911041|BAG76115.1|AP009240.1|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss AP009240.1:628552-628259
215044|AAA98099.1|M16625.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A M16625.1:332-1279
21205785|BAB96477.1|BA000033.2|1|1|cna|cna|collagen_adhesin_Cna BA000033.2:2801927-2798376
215489836|CAS06721.1|FM872419.1|1|1|alpha-6|alpha-6|intimin_type_zeta FM872419.1:112-2928
215252871|ACJ63530.1|CP001232.1|1|1|iroE|iroE|catecholate_siderophore_esterase_IroE CP001232.1:43893-44849
0|EGO5141043.1|AAXDBA010000092.1|1|1|arsR_LGI2_1|arsR_LGI2_1|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR AAXDBA010000092.1:1754-2047
1437352259|SUK66413.1|UHBH01000001.1|1|1|sel30|sel30|staphylococcal_enterotoxin_type_30 UHBH01000001.1:33725-34477
139003810|BAF52366.1|AB275121.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275121.1:1-1035
144802|AAA23235.1|M80837.1|1|1|etx|etx|epsilon_toxin_type_B M80837.1:188-1174
139003804|BAF52365.1|AB275120.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275120.1:1-1035
139002545|BAF52034.1|AB271154.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB271154.1:1-894
148750667|ABR09934.1|EF441604.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A EF441604.1:1-960
148750653|ABR09925.1|EF441599.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B EF441599.1:972-1241
148750802|ABR10024.1|EF441616.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A EF441616.1:1-954
146150132|ABQ02454.1|EF204930.1|1|1|rho-1|rho-1|intimin_type_rho EF204930.1:1-2829
14579333|AAK69210.1|AF336309.1|1|1|yopD|yopD|type_III_secretion_system_translocon_subunit_YopD AF336309.1:10573-9653
147878|AAA24653.1|M25607.1|1|1|sta1|sta1|heat-stable_enterotoxin_ST-I_group_a M25607.1:286-504
1473079044|AXV27948.1|CP023062.1|1|1|agg3C|agg3C|aggregative_adherence_fimbria_3_usher_protein_Agg3C CP023062.1:47681-50212
13361032|BAB34991.1|BA000007.3|1|1|espK|espK|type_III_secretion_system_effector_EspK BA000007.3:1589649-1588288
114703607|CAK19001.1|AM263062.1|1|1|cnf3|cnf3|cytotoxic_necrotizing_factor_CNF3 AM263062.1:528-3569
1134531379|APX31178.1|CP016838.1|1|1|LHR_psiE|LHR_psiE|heat_resistance_protein_PsiE-GI CP016838.1:146407-146904
115512471|ABJ00546.1|CP000468.1|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CP000468.1:1197110-1196802
100173075|ABF69121.1|DQ523614.1|1|1|epsilon-2|epsilon-2|intimin_type_epsilon DQ523614.1:125-2971
110614316|ABF02983.1|CP000266.1|1|1|ipaH1|ipaH1|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH1/H6 CP000266.1:776683-774857
1104350667|OJF41834.1|MPGY01000110.1|1|1|tccP|tccP|Tir-cytoskeleton_coupling_protein_TccP MPGY01000110.1:761-1915
124107945|ABM90615.1|EF011059.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011059.1:5-829
13259568|AAK16940.1|AE005174.2|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AE005174.2:2284311-2285636
124107917|ABM90597.1|EF011049.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011049.1:5-829
124106674|BAF45459.1|AB253579.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB253579.1:1-894
